v1;v2
0;το μηχανημα αγοραστηκε στα τελη οκτωβριου 2018 απο την πρωτη ημερα το μηχανημα αποδειχτηκε ελλατωματικο με αποτελεσμα να μεταφερεται συνεχως στο καταστημα αγορας για service το τμημα service του καταστηματος αγορας που ανηκει σε πολυ μεγαλη αλυσιδα καταστηματων τεχνολογιας αδυνατουσε να αντιληφθει το προβλημα και απαντουσε οτι το μηχανημα ειναι μια χαρα τελικα μετα απο εντονη πιεση αναγκαστηκαν να το στειλουν στην MLS για service οπου διαπιστωθηκε οτι ειχε προβλημα στη μητρικη η MLS δεν το αντικατεστησε απαραδεκτο εκ μερους τους καιτοι αναφερουν οτι αντικατασταση κανουν μονο εντος των πρωτων 15 ημερων αλλα το επισκευασε το μηχανημα παρεληφθη σημερα 20 12 2018 και αντιμετωπιζει προβλημα στα ηχεια ο ηχος ειναι αδυναμος και οχι ποιοτικος σας αποτελεσμα το μηχανημα θα επιστραφει αυριο εκ νεου στο καταστημα αγορας για service
0;το εχω στειλει ηδη για επισκευη για προβλημα στην οθονη και ετοιμαζεται ξανα για σερβις για την υποδοχη ακουστικων μεσα σε ενα μηνα απο την αγορα του επισης το gps δε λειτουργει ικανοποιητικα δε θα το προτεινα
0;σκετη απογοητευση την πατησα και το πηρα τουλαχιστον το πηρα 129 € καμερες πραγματικα για τα σκουπιδια ουτε καν για αξιολογηση δεν αξιζουν ειναι η δευτερη φοραπου αγοραζω και τις δυο φορες την πατησα και τις δυο φορες συσκευες απο την βαθια κακια κινα καλη προσπαθεια της MAIC αλλα σε κακες συσκευες και πολλες φορες δεν λειτουργει σωστα την ιδια δουλεια την κανει και η Google και μαλιστα πιο σωστα κριμα
0;Ένα χρονια κ ενα μηνα μετα χαλασε στη ληξη της εγγυησης δηλαδη για μικροδουλειες ζητησαν 190€ ενω το πηρα 129€ γενικα αργο και μη ποιοτικο ποτε ξανα
0;θα προσθεσω κι εγω την αρνητικη μου αξιολογηση αλλα δε θα επεκταθω στο γιατι με απογοητευσε το ταμπλετ διοτι εχει ηδη αναλυθει απο τα παρακατω σχολια το γνωριζαμε ολοι οτι αγορασαμε φθηνο ταμπλετ αλλα σιγουρα κανεις μας δεν περιμενε αυτο το πραγμα
0;ειναι η πρωτη φορα που μετανιωνω τοσο πολυ για μια αγορα μου οκταπυρηνο ταμπλετ με 2gb ram και τρεχει σαν τετραπυρηνο με 1 ελεεινος ηχος για ταμπλετ του 2018 ακουγεται σαν παλιο Motorola φωτογραφιες γελοια η καμερα σε θεματα φωτισμου περισσοτερα σε κλειστους χωρους το συμπερασμα μου μετα απο χρηση του ταμπλετ αυτου ειναι οτι δυστυχως η MLS εσπρωξε στην αγορα την μεγαλυτερη αποτυχια της
0;το Tablet δεν αξιζει ειναι η χειροτερη αγορα που μπορει να κανει καποιος 
0;ουτε ενας χρονος δεν περασε και σημερα το εδωσα για σερβις δευτερη φορα μεσα σε ενα χρονο και αλλη δυο φορες που το εκανα εγω reset το εχω για χρηση εφαρμογων επικοινωνιας και μουσικη και παρολα αυτα μου κολλαει
0;γιαυτο το ταμπλετ με αρχικη τιμη κοντα στα 200 ευρω πριν ενα χρονο νομιζω ειναι απλα αστειο μακρια
0;απιστευτα αργο κατα τη λειτουργια του κολλαει διαρκως αμεσως μετα την αγορα του ειναι τοσο κακο προιον που θεωρησα ειναι ελαττωματικο κατι που ο κατασκευαστης του δεν δεχεται κακη αγορα για τα χαρακτηριστικα που η κατασκευαστρια εταιρεια δινει και για τη τιμη του
0;μακραν οτι χειροτερο εχω αγορασει
0;ενταξει απαισιοτατο θα μου πεις με 100 ευρω τι περιμενες αλλα ενταξει ρε παιδια ειναι λες κ πηρα ταμπλετ του 2010 κολλαει απιστευτα δεν εχει καν καλο ηχο τζαμπα τ χρηματα
0;οτι χειροτερο υπαρχει σε ταμπλετ δυστυχως την πατησα 0 θα βαλω και σε αυτο το προϊον της καθως χαλασε σε 30 μερες και η επισκευη του εφτασε σχεδον οσο η αγορα του μακρια απο την MLS ουτε μπρελοκ
